unique	gene-symbol	entrez-id	transcript	chromosome	start-loc	end-loc	strand
SPEF1|25876	SPEF1	25876		20	3758152	3762102	-
SPEF2|79925	SPEF2	79925		5	35617989	35814712	+
SPEG|10290	SPEG	10290		2	220299700	220358352	+
SPEM1|374768	SPEM1	374768		17	7323679	7324950	+
SPEN|23013	SPEN	23013		1	16174359	16266950	+
SPERT|220082	SPERT	220082		13	46276446	46288693	+
SPESP1|246777	SPESP1	246777		15	69222865	69239148	+
SPG11|80208	SPG11	80208		15	44854895	44955876	-
SPG20|23111	SPG20	23111		13	36875777	36944317	-
SPG21|51324	SPG21	51324		15	65255364	65282251	-
SPG7|6687	SPG7	6687		16	89574805	89624173	+
SPHAR|10638	SPHAR	10638		1	229440129	229441248	+
SPHK1|8877	SPHK1	8877		17	74372742	74383941	+
SPHK2|56848	SPHK2	56848		19	49122548	49133973	+
SPHKAP|80309	SPHKAP	80309		2	228844670	229046361	-
SPI1|6688	SPI1	6688		11	47376409	47400127	-
SPIB|6689	SPIB	6689		19	50922195	50932249	+
SPIC|121599	SPIC	121599		12	101869199	101880774	+
SPIN1|10927	SPIN1	10927		9	91002840	91093620	+
SPIN2A|54466	SPIN2A	54466		X	57162084	57164058	-
SPIN2B|474343	SPIN2B	474343		X	57146116	57147979	-
SPIN3|169981	SPIN3	169981		X	57002805	57021988	-
SPIN4|139886	SPIN4	139886		X	62567108	62571218	-
SPINK13|153218	SPINK13	153218		5	147648282	147665772	+
SPINK14|408187	SPINK14	408187		5	147549296	147554961	+
SPINK1|6690	SPINK1	6690		5	147204143	147211260	-
SPINK2|6691	SPINK2	6691		4	57676034	57687893	-
SPINK4|27290	SPINK4	27290		9	33240196	33248564	+
SPINK5|11005	SPINK5	11005		5	147443535	147516925	+
SPINK6|404203	SPINK6	404203		5	147582404	147594699	+
SPINK7|84651	SPINK7	84651		5	147691990	147695479	+
SPINK8|646424	SPINK8	646424		3	48348336	48369831	-
SPINK9|643394	SPINK9	643394		5	147715122	147719412	+
SPINLW1|57119	SPINLW1	57119		20	44165625	44176028	-
SPINT1|6692	SPINT1	6692		15	41136246	41149852	+
SPINT2|10653	SPINT2	10653		19	38755202	38783108	+
SPINT3|10816	SPINT3	10816		20	44141101	44144264	-
SPINT4|391253	SPINT4	391253		20	44350988	44354335	+
SPIRE1|56907	SPIRE1	56907		18	12446512	12657912	-
SPIRE2|84501	SPIRE2	84501		16	89894907	89937727	+
SPNS1|83985	SPNS1	83985		16	28986096	28996838	+
SPNS2|124976	SPNS2	124976		17	4402129	4443228	+
SPNS3|201305	SPNS3	201305		17	4337219	4391498	+
SPN|6693	SPN	6693		16	29674300	29682185	+
SPO11|23626	SPO11	23626		20	55904831	55919048	+
SPOCD1|90853	SPOCD1	90853		1	32256025	32281580	-
SPOCK1|6695	SPOCK1	6695		5	136310988	136835018	-
SPOCK2|9806	SPOCK2	9806		10	73818793	73848790	-
SPOCK3|50859	SPOCK3	50859		4	167654536	168155741	-
SPON1|10418	SPON1	10418		11	13983914	14289646	+
SPON2|10417	SPON2	10417		4	1160722	1166980	-
SPOPL|339745	SPOPL	339745		2	139259350	139330803	+
SPOP|8405	SPOP	8405		17	47676248	47755525	-
SPP1|6696	SPP1	6696		4	88896802	88904562	+
SPP2|6694	SPP2	6694		2	234959346	234985776	+
SPPL2A|84888	SPPL2A	84888		15	50999739	51057910	-
SPPL2B|56928	SPPL2B	56928		19	2269520	2355099	+
SPPL3|121665	SPPL3	121665		12	121201036	121342151	-
SPRED1|161742	SPRED1	161742		15	38545052	38649449	+
SPRED2|200734	SPRED2	200734		2	65537986	65659656	-
SPRED3|399473	SPRED3	399473		19	38880939	38886869	+
SPRN|503542	SPRN	503542		10	135234171	135238121	-
SPRR1A|6698	SPRR1A	6698		1	152956557	152958289	+
SPRR1B|6699	SPRR1B	6699		1	153003679	153005375	+
SPRR2A|6700	SPRR2A	6700		1	153028597	153113969	-
SPRR2B|6701	SPRR2B	6701		1	153042720	153044084	-
SPRR2C|6702	SPRR2C	6702		1	153112595	153113969	-
SPRR2D|6703	SPRR2D	6703		1	153012201	153113969	-
SPRR2E|6704	SPRR2E	6704		1	153065612	153067001	-
SPRR2F|6705	SPRR2F	6705		1	153084615	153085989	-
SPRR2G|6706	SPRR2G	6706		1	153122059	153123427	-
SPRR3|6707	SPRR3	6707		1	152974223	152976332	+
SPRR4|163778	SPRR4	163778		1	152943128	152945069	+
SPRY1|10252	SPRY1	10252		4	124317956	124324907	+
SPRY2|10253	SPRY2	10253		13	80910114	80915086	-
SPRY3|10251	SPRY3	10251		X	154997451	155012117	+
SPRY4|81848	SPRY4	81848		5	141689992	141704620	-
SPRYD3|84926	SPRYD3	84926		12	53458398	53473138	-
SPRYD4|283377	SPRYD4	283377		12	56862301	56864765	+
SPRYD5|84767	SPRYD5	84767		11	55650773	55659282	+
SPR|6697	SPR	6697		2	73114512	73119289	+
SPSB1|80176	SPSB1	80176		1	9352941	9429588	+
SPSB2|84727	SPSB2	84727		12	6980101	6982501	-
SPSB3|90864	SPSB3	90864		16	1826714	1832581	-
SPSB4|92369	SPSB4	92369		3	140770743	140867452	+
SPTA1|6708	SPTA1	6708		1	158580496	158656506	-
SPTAN1|6709	SPTAN1	6709		9	131314866	131395938	+
SPTBN1|6711	SPTBN1	6711		2	54683454	54898582	+
SPTBN2|6712	SPTBN2	6712		11	66452721	66488870	-
SPTBN4|57731	SPTBN4	57731		19	40972148	41082364	+
SPTBN5|51332	SPTBN5	51332		15	42140345	42186275	-
SPTB|6710	SPTB	6710		14	65213002	65346601	-
SPTLC1|10558	SPTLC1	10558		9	94793420	94877690	-
SPTLC2|9517	SPTLC2	9517		14	77973272	78083110	-
SPTLC3|55304	SPTLC3	55304		20	12989627	13147411	+
SPTY2D1|144108	SPTY2D1	144108		11	18627949	18656020	-
SPZ1|84654	SPZ1	84654		5	79615790	79617658	+
SQLE|6713	SQLE	6713		8	126010720	126034523	+
SQRDL|58472	SQRDL	58472		15	45923346	45983478	+
SQSTM1|8878	SQSTM1	8878		5	179233388	179265075	+
SR140|23350	SR140	23350		3	142720372	142779567	+
SRA1|10011	SRA1	10011		5	139929654	139937678	-
SRBD1|55133	SRBD1	55133		2	45615820	45838433	-
SRCAP|10847	SRCAP	10847		16	30710462	30755599	+
SRCIN1|80725	SRCIN1	80725		17	36686260	36762183	-
SRCRB4D|136853	SRCRB4D	136853		7	76018647	76039012	-
SRC|6714	SRC	6714		20	35973088	36033819	+
SRD5A1|6715	SRD5A1	6715		5	6633500	6669673	+
SRD5A2|6716	SRD5A2	6716		2	31749656	31806040	-
SRD5A3|79644	SRD5A3	79644		4	56212409	56237866	+
SREBF1|6720|1of2	SREBF1	6720	1of2	17	17714665	17715370	-
SREBF1|6720|2of2	SREBF1	6720	2of2	17	17715386	17740325	-
SREBF2|6721	SREBF2	6721		22	42229106	42303308	+
SRFBP1|153443	SRFBP1	153443		5	121297656	121364295	+
SRF|6722	SRF	6722		6	43138920	43149243	+
SRGAP1|57522	SRGAP1	57522		12	64238541	64541613	+
SRGAP2|23380	SRGAP2	23380		1	206516200	206637782	+
SRGAP3|9901	SRGAP3	9901		3	9022278	9291311	-
SRGN|5552	SRGN	5552		10	70847828	70864565	+
SRI|6717	SRI	6717		7	87834432	87856308	-
SRL|6345	SRL	6345		16	4239377	4292081	-
SRMS|6725	SRMS	6725		20	62172163	62178857	-
SRM|6723	SRM	6723		1	11114649	11120091	-
SRP14|6727	SRP14	6727		15	40327891	40331389	-
SRP19|6728	SRP19	6728		5	112196993	112228774	+
SRP54|6729	SRP54	6729		14	35452104	35498771	+
SRP68|6730	SRP68	6730		17	74035191	74068607	-
SRP72|6731	SRP72	6731		4	57333762	57369846	+
SRP9|6726	SRP9	6726		1	225965515	225978165	+
SRPK1|6732	SRPK1	6732		6	35800812	35888956	-
SRPK2|6733	SRPK2	6733		7	104755716	105039798	-
SRPK3|26576	SRPK3	26576		X	153041811	153051186	+
SRPRB|58477	SRPRB	58477		3	133524677	133539523	+
SRPR|6734	SRPR	6734		11	126132837	126138750	-
SRPX2|27286	SRPX2	27286		X	99899163	99926294	+
SRPX|8406	SRPX	8406		X	38008593	38080131	-
SRRD|402055	SRRD	402055		22	26879846	26887903	+
SRRM1|10250	SRRM1	10250		1	24969594	24999771	+
SRRM2|23524	SRRM2	23524		16	2802330	2821411	+
SRRM3|222183	SRRM3	222183		7	75831216	75916605	+
SRRM4|84530	SRRM4	84530		12	119419396	119600857	+
SRRM5|100170229	SRRM5	100170229		19	44100738	44118649	+
SRRT|51593	SRRT	51593		7	100472701	100486285	+
SRR|63826	SRR	63826		17	2207248	2228553	+
SRXN1|140809	SRXN1	140809		20	627270	656823	-
SRY|6736	SRY	6736		Y	2654896	2655792	-
SS18L1|26039	SS18L1	26039		20	60718822	60757566	+
SS18L2|51188	SS18L2	51188		3	42632298	42636490	+
SS18|6760	SS18	6760		18	23596219	23671164	-
SSBP1|6742	SSBP1	6742		7	141438176	141450257	+
SSBP2|23635	SSBP2	23635		5	80715673	81047072	-
SSBP3|23648	SSBP3	23648		1	54692196	54872092	-
SSBP4|170463	SSBP4	170463		19	18530221	18545371	+
SSB|6741	SSB	6741		2	170655389	170668569	+
SSC5D|284297	SSC5D	284297		19	55999870	56030465	+
SSFA2|6744	SSFA2	6744		2	182756472	182795462	+
SSH1|54434	SSH1	54434		12	109176467	109251359	-
SSH2|85464	SSH2	85464		17	27952965	28257018	-
SSH3|54961	SSH3	54961		11	67070919	67080076	+
SSNA1|8636	SSNA1	8636		9	140083054	140084822	+
SSPN|8082	SSPN	8082		12	26348269	26405853	+
SSPO|23145	SSPO	23145		7	149473131	149531051	+
SSR1|6745	SSR1	6745		6	7281290	7313541	-
SSR2|6746	SSR2	6746		1	155978840	155990758	-
SSR3|6747	SSR3	6747		3	156258545	156272935	-
SSR4|6748	SSR4	6748		X	153059904	153063953	+
SSRP1|6749	SSRP1	6749		11	57093460	57103351	-
SSSCA1|10534	SSSCA1	10534		11	65337943	65339232	+
SSTR1|6751	SSTR1	6751		14	38677204	38682268	+
SSTR2|6752	SSTR2	6752		17	71161160	71168060	+
SSTR3|6753	SSTR3	6753		22	37602246	37608353	-
SSTR4|6754	SSTR4	6754		20	23016057	23017314	+
SSTR5|6755	SSTR5	6755		16	1128781	1130142	+
SST|6750	SST	6750		3	187386696	187388201	-
SSU72|29101	SSU72	29101		1	1477054	1510262	-
SSX1|6756	SSX1	6756		X	48114797	48126879	+
SSX2IP|117178	SSX2IP	117178		1	85109598	85156440	-
SSX2|6757|1of2	SSX2	6757	1of2	X	52780308	52790617	+
SSX2|6757|2of2	SSX2	6757	2of2	X	52725946	52736249	-
SSX3|10214	SSX3	10214		X	48205863	48216142	-
SSX4|6759|1of2	SSX4	6759	1of2	X	48242968	48252785	+
SSX4|6759|2of2	SSX4	6759	2of2	X	48261528	48271344	-
SSX5|6758	SSX5	6758		X	48045656	48056199	-
SSX6|280657	SSX6	280657		X	47967088	47980069	+
SSX7|280658	SSX7	280658		X	52673111	52683950	-
SSX8|280659	SSX8	280659		X	52651985	52662998	+
ST13|6767	ST13	6767		22	41220603	41252687	-
ST14|6768	ST14	6768		11	130029682	130080256	+
ST18|9705	ST18	9705		8	53023392	53322439	-
ST20|400410	ST20	400410		15	80191183	80216077	-
ST3GAL1|6482	ST3GAL1	6482		8	134467091	134584183	-
ST3GAL2|6483	ST3GAL2	6483		16	70413338	70472991	-
ST3GAL3|6487	ST3GAL3	6487		1	44171495	44396830	+
ST3GAL4|6484	ST3GAL4	6484		11	126225579	126310752	+
ST3GAL5|8869	ST3GAL5	8869		2	86066271	86116157	-
ST3GAL6|10402	ST3GAL6	10402		3	98451152	98513234	+
ST5|6764	ST5	6764		11	8714900	8932498	-
ST6GAL1|6480	ST6GAL1	6480		3	186648516	186796339	+
ST6GAL2|84620	ST6GAL2	84620		2	107418058	107503563	-
ST6GALNAC1|55808	ST6GALNAC1	55808		17	74620847	74639894	-
ST6GALNAC2|10610	ST6GALNAC2	10610		17	74561462	74582145	-
ST6GALNAC3|256435	ST6GALNAC3	256435		1	76540389	77096669	+
ST6GALNAC4|27090	ST6GALNAC4	27090		9	130670166	130679305	-
ST6GALNAC5|81849	ST6GALNAC5	81849		1	77333186	77531392	+
ST6GALNAC6|30815	ST6GALNAC6	30815		9	130647601	130667627	-
ST7L|54879	ST7L	54879		1	113066142	113162405	-
ST7OT1|93653	ST7OT1	93653		7	116592503	116594388	-
ST7OT2|93654	ST7OT2	93654		7	116712483	116785614	-
ST7OT3|93655	ST7OT3	93655		7	116822735	116849991	+
ST7OT4|338069	ST7OT4	338069		7	116593953	116599867	+
ST7|7982	ST7	7982		7	116593381	116870073	+
ST8SIA1|6489	ST8SIA1	6489		12	22346326	22487648	-
ST8SIA2|8128	ST8SIA2	8128		15	92937140	93011956	+
ST8SIA3|51046	ST8SIA3	51046		18	55019721	55036159	+
ST8SIA4|7903	ST8SIA4	7903		5	100142640	100238987	-
ST8SIA5|29906	ST8SIA5	29906		18	44259081	44337039	-
ST8SIA6|338596	ST8SIA6	338596		10	17362677	17496254	-
STAB1|23166	STAB1	23166		3	52529356	52558509	+
STAB2|55576	STAB2	55576		12	103981069	104160500	+
STAC2|342667	STAC2	342667		17	37366790	37381974	-
STAC3|246329	STAC3	246329		12	57637242	57644976	-
STAC|6769	STAC	6769		3	36422097	36589496	+
STAG1|10274	STAG1	10274		3	136055999	136471245	-
STAG2|10735	STAG2	10735		X	123094475	123236503	+
STAG3L1|54441	STAG3L1	54441		7	74988447	75026250	+
STAG3L2|442582	STAG3L2	442582		7	74298846	74306731	-
STAG3L3|442578	STAG3L3	442578		7	72438650	72476455	-
STAG3L4|64940	STAG3L4	64940		7	66767616	66786512	+
STAG3|10734	STAG3	10734		7	99775538	99812010	+
STAM2|10254	STAM2	10254		2	152973316	153032506	-
STAMBPL1|57559	STAMBPL1	57559		10	90640026	90734910	+
STAMBP|10617	STAMBP	10617		2	74056086	74100759	+
STAM|8027	STAM	8027		10	17686124	17757907	+
STAP1|26228	STAP1	26228		4	68424446	68473053	+
STAP2|55620	STAP2	55620		19	4324041	4342783	-
STARD10|10809	STARD10	10809		11	72465775	72504750	-
STARD13|90627	STARD13	90627		13	33677273	34250932	-
STARD3NL|83930	STARD3NL	83930		7	38217933	38270269	+
STARD3|10948	STARD3	10948		17	37793412	37819722	+
STARD4|134429	STARD4	134429		5	110834022	110848233	-
STARD5|80765	STARD5	80765		15	81605014	81616524	-
STARD6|147323	STARD6	147323		18	51851063	51880943	-
STARD7|56910	STARD7	56910		2	96850605	96874573	-
STARD8|9754	STARD8	9754		X	67867511	67945677	+
STAR|6770	STAR	6770		8	38000218	38008600	-
STAT1|6772	STAT1	6772		2	191833762	191878976	-
STAT2|6773	STAT2	6773		12	56735384	56753909	-
STAT3|6774	STAT3	6774		17	40465343	40540513	-
STAT4|6775	STAT4	6775		2	191894306	192038902	-
STAT5A|6776	STAT5A	6776		17	40439565	40463958	+
STAT5B|6777	STAT5B	6777		17	40351196	40428424	-
STAT6|6778	STAT6	6778		12	57489195	57522883	-
STATH|6779	STATH	6779		4	70861648	70868173	+
STAU1|6780	STAU1	6780		20	47729878	47805288	-
STAU2|27067	STAU2	27067		8	74332606	74659943	-
STBD1|8987	STBD1	8987		4	77172853	77232282	+
STC1|6781	STC1	6781		8	23699434	23712320	-
STC2|8614	STC2	8614		5	172741726	172756506	-
STEAP1|26872	STEAP1	26872		7	89783689	89794140	+
STEAP2|261729	STEAP2	261729		7	89796904	89866991	+
STEAP3|55240	STEAP3	55240		2	119981384	120023225	+
STEAP4|79689	STEAP4	79689		7	87905750	87936209	-
STH|246744	STH	246744		17	44076616	44077060	+
STIL|6491	STIL	6491		1	47715811	47779819	-
STIM1|6786	STIM1	6786		11	3876933	4114440	+
STIM2|57620	STIM2	57620		4	26862364	27025808	+
STIP1|10963	STIP1	10963		11	63953587	63972020	+
STK10|6793	STK10	6793		5	171469074	171615346	-
STK11IP|114790	STK11IP	114790		2	220462596	220481172	+
STK11|6794	STK11	6794		19	1205798	1228434	+
STK16|8576	STK16	8576		2	220110192	220115059	+
STK17A|9263	STK17A	9263		7	43622692	43666977	+
STK17B|9262	STK17B	9262		2	196998308	197041227	-
STK19|8859|1of2	STK19	8859	1of2	6	31938952	31950696	+
STK19|8859|2of2	STK19	8859	2of2	6	31981167	31981960	+
STK24|8428	STK24	8428		13	99102455	99229396	-
STK25|10494	STK25	10494		2	242434433	242448960	-
STK31|56164	STK31	56164		7	23749838	23944365	+
STK32A|202374	STK32A	202374		5	146614579	146764241	+
STK32B|55351	STK32B	55351		4	5053527	5502725	+
STK32C|282974	STK32C	282974		10	134020996	134146063	-
STK33|65975	STK33	65975		11	8413418	8615775	-
STK35|140901	STK35	140901		20	2082528	2129196	+
STK36|27148	STK36	27148		2	219536762	219567439	+
STK38L|23012	STK38L	23012		12	27397078	27478888	+
STK38|11329	STK38	11329		6	36461674	36515247	-
STK39|27347	STK39	27347		2	168810531	169104105	-
STK3|6788	STK3	6788		8	99466862	99954873	-
STK40|83931	STK40	83931		1	36805225	36851485	-
STK4|6789	STK4	6789		20	43595120	43708591	+
STL|7955	STL	7955		6	125229394	125284173	-
STMN1|3925	STMN1	3925		1	26210678	26233368	-
STMN2|11075	STMN2	11075		8	80523380	80578394	+
STMN3|50861	STMN3	50861		20	62271061	62284780	-
STMN4|81551	STMN4	81551		8	27093816	27115903	-
STOML1|9399	STOML1	9399		15	74275561	74286949	-
STOML2|30968	STOML2	30968		9	35099893	35103192	-
STOML3|161003	STOML3	161003		13	39540063	39564996	-
STOM|2040	STOM	2040		9	124101354	124132545	-
STON1-GTF2A1L|286749	STON1-GTF2A1L	286749		2	48796159	48906746	+
STON1|11037	STON1	11037		2	48757308	48826025	+
STON2|85439	STON2	85439		14	81727000	81893748	-
STOX1|219736	STOX1	219736		10	70587294	70655209	+
STOX2|56977	STOX2	56977		4	184826509	184938875	+
STRA13|201254	STRA13	201254		17	79976580	79980773	-
STRA6|64220	STRA6	64220		15	74471810	74502046	-
STRA8|346673	STRA8	346673		7	134916731	134943242	+
STRADA|92335	STRADA	92335		17	61780196	61819215	-
STRADB|55437	STRADB	55437		2	202316392	202345573	+
STRAP|11171	STRAP	11171		12	16035288	16056403	+
STRBP|55342	STRBP	55342		9	125886987	126030843	-
STRC|161497	STRC	161497		15	43891762	43924561	-
STRN3|29966	STRN3	29966		14	31363005	31495607	-
STRN4|29888	STRN4	29888		19	47222770	47250251	-
STRN|6801	STRN	6801		2	37075473	37193615	-
STS|412	STS	412		X	7065293	7272680	+
STT3A|3703	STT3A	3703		11	125462739	125491280	+
STT3B|201595	STT3B	201595		3	31574491	31677554	+
STUB1|10273	STUB1	10273		16	730115	732767	+
STX10|8677	STX10	8677		19	13255225	13260987	-
STX11|8676	STX11	8676		6	144471654	144513075	+
STX12|23673	STX12	23673		1	28099694	28150962	+
STX16|8675	STX16	8675		20	57226309	57254580	+
STX17|55014	STX17	55014		9	102668915	102736817	+
STX18|53407	STX18	53407		4	4420698	4543775	-
STX19|415117	STX19	415117		3	93733215	93747454	-
STX1A|6804	STX1A	6804		7	73113541	73133988	-
STX1B|112755	STX1B	112755		16	31000577	31021829	-
STX2|2054	STX2	2054		12	131274149	131323811	-
STX3|6809	STX3	6809		11	59522889	59570176	+
STX4|6810	STX4	6810		16	31044416	31051484	+
STX5|6811	STX5	6811		11	62574370	62599560	-
STX6|10228	STX6	10228		1	180913175	180992046	-
STX7|8417	STX7	8417		6	132778663	132834337	-
STX8|9482	STX8	9482		17	9153789	9479275	-
STXBP1|6812	STXBP1	6812		9	130374486	130454995	+
STXBP2|6813	STXBP2	6813		19	7701991	7712758	+
STXBP3|6814	STXBP3	6814		1	109289285	109352139	+
STXBP4|252983	STXBP4	252983		17	53046126	53241449	+
STXBP5L|9515	STXBP5L	9515		3	120627050	121143607	+
STXBP5|134957	STXBP5	134957		6	147525508	147708707	+
STXBP6|29091	STXBP6	29091		14	25281308	25519171	-
STYK1|55359	STYK1	55359		12	10771538	10826891	-
STYXL1|51657	STYXL1	51657		7	75625656	75677321	-
STYX|6815	STYX	6815		14	53196883	53241703	+
SUB1|10923	SUB1	10923		5	32585605	32604185	+
SUCLA2|8803	SUCLA2	8803		13	48516792	48612125	-
SUCLG1|8802	SUCLG1	8802		2	84650654	84686586	-
SUCLG2|8801	SUCLG2	8801		3	67425145	67705038	-
SUCNR1|56670	SUCNR1	56670		3	151591437	151599650	+
SUDS3|64426	SUDS3	64426		12	118814358	118855839	+
SUFU|51684	SUFU	51684		10	104263764	104393209	+
SUGT1L1|283507	SUGT1L1	283507		13	41371127	41495886	-
SUGT1P1|441394	SUGT1P1	441394		9	33219070	33511047	-
SUGT1|10910	SUGT1	10910		13	53226831	53262433	+
SULF1|23213	SULF1	23213		8	70378859	70573147	+
SULF2|55959	SULF2	55959		20	46286151	46415360	-
SULT1A1|6817	SULT1A1	6817		16	28616918	28634866	-
SULT1A2|6799	SULT1A2	6799		16	28603266	28608391	-
SULT1A3|6818|1of2	SULT1A3	6818	1of2	16	29465866	29476300	+
SULT1A3|6818|2of2	SULT1A3	6818	2of2	16	30205208	30215649	+
SULT1B1|27284	SULT1B1	27284		4	70592688	70626430	-
SULT1C2|6819	SULT1C2	6819		2	108905095	108926370	+
SULT1C3|442038	SULT1C3	442038		2	108863651	108881806	+
SULT1C4|27233	SULT1C4	27233		2	108994421	109004270	+
SULT1E1|6783	SULT1E1	6783		4	70706931	70725870	-
SULT2A1|6822	SULT2A1	6822		19	48373723	48389654	-
SULT2B1|6820	SULT2B1	6820		19	49055429	49102683	+
SULT4A1|25830	SULT4A1	25830		22	44220387	44258378	-
SULT6B1|391365	SULT6B1	391365		2	37394964	37423741	-
SUMF1|285362	SUMF1	285362		3	3823036	4508954	-
SUMF2|25870	SUMF2	25870		7	56131917	56148364	+
SUMO1P1|391257	SUMO1P1	391257		20	52491042	52492248	-
SUMO1P3|474338	SUMO1P3	474338		1	160287055	160288258	+
SUMO1|7341	SUMO1	7341		2	203070903	203103322	-
SUMO2|6613	SUMO2	6613		17	73163826	73179098	-
SUMO3|6612	SUMO3	6612		21	46225532	46238044	-
SUMO4|387082	SUMO4	387082		6	149721495	149722180	+
SUN1|23353	SUN1	23353		7	856252	914539	+
SUN2|25777	SUN2	25777		22	39130735	39190161	-
SUN3|256979	SUN3	256979		7	48026748	48068716	-
SUN5|140732	SUN5	140732		20	31571582	31592239	-
SUOX|6821	SUOX	6821		12	56391043	56399307	+
SUPT16H|11198	SUPT16H	11198		14	21819631	21852425	-
SUPT3H|8464	SUPT3H	8464		6	44777054	45345670	-
SUPT4H1|6827	SUPT4H1	6827		17	56422539	56429563	-
SUPT5H|6829	SUPT5H	6829		19	39936186	39967306	+
SUPT6H|6830	SUPT6H	6830		17	26989302	27029248	+
SUPT7L|9913	SUPT7L	9913		2	27873679	27886449	-
SUPV3L1|6832	SUPV3L1	6832		10	70939993	70968849	+
SURF1|6834	SURF1	6834		9	136218666	136223361	-
SURF2|6835	SURF2	6835		9	136223421	136228040	+
SURF4|6836	SURF4	6836		9	136228341	136242970	-
SURF6|6838	SURF6	6838		9	136197553	136203047	-
SUSD1|64420	SUSD1	64420		9	114803062	114937556	-
SUSD2|56241	SUSD2	56241		22	24577444	24585074	+
SUSD3|203328	SUSD3	203328		9	95820989	95847414	+
SUSD4|55061	SUSD4	55061		1	223394163	223537544	-
SUSD5|26032	SUSD5	26032		3	33191537	33260707	-
SUV39H1|6839	SUV39H1	6839		X	48553945	48567404	+
SUV39H2|79723	SUV39H2	79723		10	14920866	14946302	+
SUV420H1|51111	SUV420H1	51111		11	67923507	67981068	-
SUV420H2|84787	SUV420H2	84787		19	55851221	55859488	+
SUZ12P|440423	SUZ12P	440423		17	29035714	29097067	+
SUZ12|23512	SUZ12	23512		17	30264044	30328057	+
SV2A|9900	SV2A	9900		1	149874876	149889434	-
SV2B|9899	SV2B	9899		15	91643183	91838648	+
SV2C|22987	SV2C	22987		5	75379305	75621416	+
SVEP1|79987	SVEP1	79987		9	113127531	113342160	-
SVIL|6840	SVIL	6840		10	29746277	30025864	-
SVIP|258010	SVIP	258010		11	22843600	22851382	-
SVOPL|136306	SVOPL	136306		7	138279031	138363790	-
SVOP|55530	SVOP	55530		12	109304658	109458845	-
SWAP70|23075	SWAP70	23075		11	9685628	9774505	+
SYAP1|94056	SYAP1	94056		X	16737755	16779333	+
SYBU|55638	SYBU	55638		8	110586410	110704020	-
SYCE1L|100130958	SYCE1L	100130958		16	77233349	77246976	+
SYCE1|93426	SYCE1	93426		10	135367404	135383462	-
SYCE2|256126	SYCE2	256126		19	13009894	13030086	-
SYCN|342898	SYCN	342898		19	39693562	39694906	-
SYCP1|6847	SYCP1	6847		1	115397455	115537988	+
SYCP2L|221711	SYCP2L	221711		6	10747995	10974539	+
SYCP2|10388	SYCP2	10388		20	58438619	58507209	-
SYCP3|50511	SYCP3	50511		12	102122427	102133250	-
SYDE1|85360	SYDE1	85360		19	15218214	15225789	+
SYDE2|84144	SYDE2	84144		1	85623357	85666728	-
SYF2|25949	SYF2	25949		1	25548767	25559013	-
SYK|6850	SYK	6850		9	93564012	93660833	+
SYMPK|8189	SYMPK	8189		19	46318701	46366548	-
SYN1|6853	SYN1	6853		X	47431301	47479256	-
SYN2|6854	SYN2	6854		3	12045862	12233530	+
SYN3|8224	SYN3	8224		22	32908542	33454377	-
SYNCRIP|10492	SYNCRIP	10492		6	86317503	86353043	-
SYNC|81493	SYNC	81493		1	33145507	33168361	-
