unique	mir-name	mirbase-id	mir-type	chromosome	start-loc	end-loc	strand	pre-mir-names	pre-mirbase-ids
hsa-miR-4679|MIMAT0019763	hsa-miR-4679	MIMAT0019763	mature-mir				MI0017310,MI0017311	hsa-mir-4679-1,hsa-mir-4679-2
hsa-miR-4680-5p|MIMAT0019764	hsa-miR-4680-5p	MIMAT0019764	mature-mir				MI0017312	hsa-mir-4680
hsa-miR-4680-3p|MIMAT0019765	hsa-miR-4680-3p	MIMAT0019765	mature-mir				MI0017312	hsa-mir-4680
hsa-miR-4681|MIMAT0019766	hsa-miR-4681	MIMAT0019766	mature-mir				MI0017313	hsa-mir-4681
hsa-miR-4682|MIMAT0019767	hsa-miR-4682	MIMAT0019767	mature-mir				MI0017314	hsa-mir-4682
hsa-miR-4683|MIMAT0019768	hsa-miR-4683	MIMAT0019768	mature-mir				MI0017315	hsa-mir-4683
hsa-miR-4684-5p|MIMAT0019769	hsa-miR-4684-5p	MIMAT0019769	mature-mir				MI0017316	hsa-mir-4684
hsa-miR-4684-3p|MIMAT0019770	hsa-miR-4684-3p	MIMAT0019770	mature-mir				MI0017316	hsa-mir-4684
hsa-miR-4685-5p|MIMAT0019771	hsa-miR-4685-5p	MIMAT0019771	mature-mir				MI0017317	hsa-mir-4685
hsa-miR-4685-3p|MIMAT0019772	hsa-miR-4685-3p	MIMAT0019772	mature-mir				MI0017317	hsa-mir-4685
hsa-miR-4686|MIMAT0019773	hsa-miR-4686	MIMAT0019773	mature-mir				MI0017318	hsa-mir-4686
hsa-miR-4687-5p|MIMAT0019774	hsa-miR-4687-5p	MIMAT0019774	mature-mir				MI0017319	hsa-mir-4687
hsa-miR-4687-3p|MIMAT0019775	hsa-miR-4687-3p	MIMAT0019775	mature-mir				MI0017319	hsa-mir-4687
hsa-miR-1343-3p|MIMAT0019776	hsa-miR-1343-3p	MIMAT0019776	mature-mir				MI0017320	hsa-mir-1343
hsa-miR-4688|MIMAT0019777	hsa-miR-4688	MIMAT0019777	mature-mir				MI0017321	hsa-mir-4688
hsa-miR-4689|MIMAT0019778	hsa-miR-4689	MIMAT0019778	mature-mir				MI0017322	hsa-mir-4689
hsa-miR-4690-5p|MIMAT0019779	hsa-miR-4690-5p	MIMAT0019779	mature-mir				MI0017323	hsa-mir-4690
hsa-miR-4690-3p|MIMAT0019780	hsa-miR-4690-3p	MIMAT0019780	mature-mir				MI0017323	hsa-mir-4690
hsa-miR-4691-5p|MIMAT0019781	hsa-miR-4691-5p	MIMAT0019781	mature-mir				MI0017324	hsa-mir-4691
hsa-miR-4691-3p|MIMAT0019782	hsa-miR-4691-3p	MIMAT0019782	mature-mir				MI0017324	hsa-mir-4691
hsa-miR-4692|MIMAT0019783	hsa-miR-4692	MIMAT0019783	mature-mir				MI0017325	hsa-mir-4692
hsa-miR-4693-5p|MIMAT0019784	hsa-miR-4693-5p	MIMAT0019784	mature-mir				MI0017326	hsa-mir-4693
hsa-miR-4693-3p|MIMAT0019785	hsa-miR-4693-3p	MIMAT0019785	mature-mir				MI0017326	hsa-mir-4693
hsa-miR-4694-5p|MIMAT0019786	hsa-miR-4694-5p	MIMAT0019786	mature-mir				MI0017327	hsa-mir-4694
hsa-miR-4694-3p|MIMAT0019787	hsa-miR-4694-3p	MIMAT0019787	mature-mir				MI0017327	hsa-mir-4694
hsa-miR-4695-5p|MIMAT0019788	hsa-miR-4695-5p	MIMAT0019788	mature-mir				MI0017328	hsa-mir-4695
hsa-miR-4695-3p|MIMAT0019789	hsa-miR-4695-3p	MIMAT0019789	mature-mir				MI0017328	hsa-mir-4695
hsa-miR-4696|MIMAT0019790	hsa-miR-4696	MIMAT0019790	mature-mir				MI0017329	hsa-mir-4696
hsa-miR-4697-5p|MIMAT0019791	hsa-miR-4697-5p	MIMAT0019791	mature-mir				MI0017330	hsa-mir-4697
hsa-miR-4697-3p|MIMAT0019792	hsa-miR-4697-3p	MIMAT0019792	mature-mir				MI0017330	hsa-mir-4697
hsa-miR-4698|MIMAT0019793	hsa-miR-4698	MIMAT0019793	mature-mir				MI0017331	hsa-mir-4698
hsa-miR-4699-5p|MIMAT0019794	hsa-miR-4699-5p	MIMAT0019794	mature-mir				MI0017332	hsa-mir-4699
hsa-miR-4699-3p|MIMAT0019795	hsa-miR-4699-3p	MIMAT0019795	mature-mir				MI0017332	hsa-mir-4699
hsa-miR-4700-5p|MIMAT0019796	hsa-miR-4700-5p	MIMAT0019796	mature-mir				MI0017333	hsa-mir-4700
hsa-miR-4700-3p|MIMAT0019797	hsa-miR-4700-3p	MIMAT0019797	mature-mir				MI0017333	hsa-mir-4700
hsa-miR-4701-5p|MIMAT0019798	hsa-miR-4701-5p	MIMAT0019798	mature-mir				MI0017334	hsa-mir-4701
hsa-miR-4701-3p|MIMAT0019799	hsa-miR-4701-3p	MIMAT0019799	mature-mir				MI0017334	hsa-mir-4701
hsa-miR-4703-5p|MIMAT0019801	hsa-miR-4703-5p	MIMAT0019801	mature-mir				MI0017336	hsa-mir-4703
hsa-miR-4703-3p|MIMAT0019802	hsa-miR-4703-3p	MIMAT0019802	mature-mir				MI0017336	hsa-mir-4703
hsa-miR-4704-5p|MIMAT0019803	hsa-miR-4704-5p	MIMAT0019803	mature-mir				MI0017337	hsa-mir-4704
hsa-miR-4704-3p|MIMAT0019804	hsa-miR-4704-3p	MIMAT0019804	mature-mir				MI0017337	hsa-mir-4704
hsa-miR-4705|MIMAT0019805	hsa-miR-4705	MIMAT0019805	mature-mir				MI0017338	hsa-mir-4705
hsa-miR-4706|MIMAT0019806	hsa-miR-4706	MIMAT0019806	mature-mir				MI0017339	hsa-mir-4706
hsa-miR-4707-5p|MIMAT0019807	hsa-miR-4707-5p	MIMAT0019807	mature-mir				MI0017340	hsa-mir-4707
hsa-miR-4707-3p|MIMAT0019808	hsa-miR-4707-3p	MIMAT0019808	mature-mir				MI0017340	hsa-mir-4707
hsa-miR-4708-5p|MIMAT0019809	hsa-miR-4708-5p	MIMAT0019809	mature-mir				MI0017341	hsa-mir-4708
hsa-miR-4708-3p|MIMAT0019810	hsa-miR-4708-3p	MIMAT0019810	mature-mir				MI0017341	hsa-mir-4708
hsa-miR-4709-5p|MIMAT0019811	hsa-miR-4709-5p	MIMAT0019811	mature-mir				MI0017342	hsa-mir-4709
hsa-miR-4709-3p|MIMAT0019812	hsa-miR-4709-3p	MIMAT0019812	mature-mir				MI0017342	hsa-mir-4709
hsa-miR-203b-5p|MIMAT0019813	hsa-miR-203b-5p	MIMAT0019813	mature-mir				MI0017343	hsa-mir-203b
hsa-miR-203b-3p|MIMAT0019814	hsa-miR-203b-3p	MIMAT0019814	mature-mir				MI0017343	hsa-mir-203b
hsa-miR-4710|MIMAT0019815	hsa-miR-4710	MIMAT0019815	mature-mir				MI0017344	hsa-mir-4710
hsa-miR-4711-5p|MIMAT0019816	hsa-miR-4711-5p	MIMAT0019816	mature-mir				MI0017345	hsa-mir-4711
hsa-miR-4711-3p|MIMAT0019817	hsa-miR-4711-3p	MIMAT0019817	mature-mir				MI0017345	hsa-mir-4711
hsa-miR-4712-5p|MIMAT0019818	hsa-miR-4712-5p	MIMAT0019818	mature-mir				MI0017346	hsa-mir-4712
hsa-miR-4712-3p|MIMAT0019819	hsa-miR-4712-3p	MIMAT0019819	mature-mir				MI0017346	hsa-mir-4712
hsa-miR-4713-5p|MIMAT0019820	hsa-miR-4713-5p	MIMAT0019820	mature-mir				MI0017347	hsa-mir-4713
hsa-miR-4713-3p|MIMAT0019821	hsa-miR-4713-3p	MIMAT0019821	mature-mir				MI0017347	hsa-mir-4713
hsa-miR-4714-5p|MIMAT0019822	hsa-miR-4714-5p	MIMAT0019822	mature-mir				MI0017348	hsa-mir-4714
hsa-miR-4714-3p|MIMAT0019823	hsa-miR-4714-3p	MIMAT0019823	mature-mir				MI0017348	hsa-mir-4714
hsa-miR-4715-5p|MIMAT0019824	hsa-miR-4715-5p	MIMAT0019824	mature-mir				MI0017349	hsa-mir-4715
hsa-miR-4715-3p|MIMAT0019825	hsa-miR-4715-3p	MIMAT0019825	mature-mir				MI0017349	hsa-mir-4715
hsa-miR-4716-5p|MIMAT0019826	hsa-miR-4716-5p	MIMAT0019826	mature-mir				MI0017350	hsa-mir-4716
hsa-miR-4716-3p|MIMAT0019827	hsa-miR-4716-3p	MIMAT0019827	mature-mir				MI0017350	hsa-mir-4716
hsa-miR-3529-5p|MIMAT0019828	hsa-miR-3529-5p	MIMAT0019828	mature-mir				MI0017351	hsa-mir-3529
hsa-miR-4717-5p|MIMAT0019829	hsa-miR-4717-5p	MIMAT0019829	mature-mir				MI0017352	hsa-mir-4717
hsa-miR-4717-3p|MIMAT0019830	hsa-miR-4717-3p	MIMAT0019830	mature-mir				MI0017352	hsa-mir-4717
hsa-miR-4718|MIMAT0019831	hsa-miR-4718	MIMAT0019831	mature-mir				MI0017353	hsa-mir-4718
hsa-miR-4719|MIMAT0019832	hsa-miR-4719	MIMAT0019832	mature-mir				MI0017354	hsa-mir-4719
hsa-miR-4720-5p|MIMAT0019833	hsa-miR-4720-5p	MIMAT0019833	mature-mir				MI0017355	hsa-mir-4720
hsa-miR-4720-3p|MIMAT0019834	hsa-miR-4720-3p	MIMAT0019834	mature-mir				MI0017355	hsa-mir-4720
hsa-miR-4721|MIMAT0019835	hsa-miR-4721	MIMAT0019835	mature-mir				MI0017356	hsa-mir-4721
hsa-miR-4722-5p|MIMAT0019836	hsa-miR-4722-5p	MIMAT0019836	mature-mir				MI0017357	hsa-mir-4722
hsa-miR-4722-3p|MIMAT0019837	hsa-miR-4722-3p	MIMAT0019837	mature-mir				MI0017357	hsa-mir-4722
hsa-miR-4520-2-3p|MIMAT0020300	hsa-miR-4520-2-3p	MIMAT0020300	mature-mir				MI0017358	hsa-mir-4520-2
hsa-miR-4723-5p|MIMAT0019838	hsa-miR-4723-5p	MIMAT0019838	mature-mir				MI0017359	hsa-mir-4723
hsa-miR-4723-3p|MIMAT0019839	hsa-miR-4723-3p	MIMAT0019839	mature-mir				MI0017359	hsa-mir-4723
hsa-miR-451b|MIMAT0019840	hsa-miR-451b	MIMAT0019840	mature-mir				MI0017360	hsa-mir-451b
hsa-miR-4724-5p|MIMAT0019841	hsa-miR-4724-5p	MIMAT0019841	mature-mir				MI0017361	hsa-mir-4724
hsa-miR-4724-3p|MIMAT0019842	hsa-miR-4724-3p	MIMAT0019842	mature-mir				MI0017361	hsa-mir-4724
hsa-miR-4725-5p|MIMAT0019843	hsa-miR-4725-5p	MIMAT0019843	mature-mir				MI0017362	hsa-mir-4725
hsa-miR-4725-3p|MIMAT0019844	hsa-miR-4725-3p	MIMAT0019844	mature-mir				MI0017362	hsa-mir-4725
hsa-miR-4726-5p|MIMAT0019845	hsa-miR-4726-5p	MIMAT0019845	mature-mir				MI0017363	hsa-mir-4726
hsa-miR-4726-3p|MIMAT0019846	hsa-miR-4726-3p	MIMAT0019846	mature-mir				MI0017363	hsa-mir-4726
hsa-miR-4727-5p|MIMAT0019847	hsa-miR-4727-5p	MIMAT0019847	mature-mir				MI0017364	hsa-mir-4727
hsa-miR-4727-3p|MIMAT0019848	hsa-miR-4727-3p	MIMAT0019848	mature-mir				MI0017364	hsa-mir-4727
hsa-miR-4728-5p|MIMAT0019849	hsa-miR-4728-5p	MIMAT0019849	mature-mir				MI0017365	hsa-mir-4728
hsa-miR-4728-3p|MIMAT0019850	hsa-miR-4728-3p	MIMAT0019850	mature-mir				MI0017365	hsa-mir-4728
hsa-miR-4729|MIMAT0019851	hsa-miR-4729	MIMAT0019851	mature-mir				MI0017366	hsa-mir-4729
hsa-miR-4730|MIMAT0019852	hsa-miR-4730	MIMAT0019852	mature-mir				MI0017367	hsa-mir-4730
hsa-miR-4731-5p|MIMAT0019853	hsa-miR-4731-5p	MIMAT0019853	mature-mir				MI0017368	hsa-mir-4731
hsa-miR-4731-3p|MIMAT0019854	hsa-miR-4731-3p	MIMAT0019854	mature-mir				MI0017368	hsa-mir-4731
hsa-miR-4732-5p|MIMAT0019855	hsa-miR-4732-5p	MIMAT0019855	mature-mir				MI0017369	hsa-mir-4732
hsa-miR-4732-3p|MIMAT0019856	hsa-miR-4732-3p	MIMAT0019856	mature-mir				MI0017369	hsa-mir-4732
hsa-miR-4733-5p|MIMAT0019857	hsa-miR-4733-5p	MIMAT0019857	mature-mir				MI0017370	hsa-mir-4733
hsa-miR-4733-3p|MIMAT0019858	hsa-miR-4733-3p	MIMAT0019858	mature-mir				MI0017370	hsa-mir-4733
hsa-miR-4734|MIMAT0019859	hsa-miR-4734	MIMAT0019859	mature-mir				MI0017371	hsa-mir-4734
hsa-miR-4735-5p|MIMAT0019860	hsa-miR-4735-5p	MIMAT0019860	mature-mir				MI0017372	hsa-mir-4735
hsa-miR-4735-3p|MIMAT0019861	hsa-miR-4735-3p	MIMAT0019861	mature-mir				MI0017372	hsa-mir-4735
hsa-miR-4736|MIMAT0019862	hsa-miR-4736	MIMAT0019862	mature-mir				MI0017373	hsa-mir-4736
hsa-miR-4737|MIMAT0019863	hsa-miR-4737	MIMAT0019863	mature-mir				MI0017374	hsa-mir-4737
hsa-miR-3064-5p|MIMAT0019864	hsa-miR-3064-5p	MIMAT0019864	mature-mir				MI0017375	hsa-mir-3064
hsa-miR-3064-3p|MIMAT0019865	hsa-miR-3064-3p	MIMAT0019865	mature-mir				MI0017375	hsa-mir-3064
hsa-miR-4738-5p|MIMAT0019866	hsa-miR-4738-5p	MIMAT0019866	mature-mir				MI0017376	hsa-mir-4738
hsa-miR-4738-3p|MIMAT0019867	hsa-miR-4738-3p	MIMAT0019867	mature-mir				MI0017376	hsa-mir-4738
hsa-miR-4739|MIMAT0019868	hsa-miR-4739	MIMAT0019868	mature-mir				MI0017377	hsa-mir-4739
hsa-miR-4740-5p|MIMAT0019869	hsa-miR-4740-5p	MIMAT0019869	mature-mir				MI0017378	hsa-mir-4740
hsa-miR-4740-3p|MIMAT0019870	hsa-miR-4740-3p	MIMAT0019870	mature-mir				MI0017378	hsa-mir-4740
hsa-miR-4741|MIMAT0019871	hsa-miR-4741	MIMAT0019871	mature-mir				MI0017379	hsa-mir-4741
hsa-miR-4742-5p|MIMAT0019872	hsa-miR-4742-5p	MIMAT0019872	mature-mir				MI0017380	hsa-mir-4742
hsa-miR-4742-3p|MIMAT0019873	hsa-miR-4742-3p	MIMAT0019873	mature-mir				MI0017380	hsa-mir-4742
hsa-miR-4743-5p|MIMAT0019874	hsa-miR-4743-5p	MIMAT0019874	mature-mir				MI0017381	hsa-mir-4743
hsa-miR-4744|MIMAT0019875	hsa-miR-4744	MIMAT0019875	mature-mir				MI0017382	hsa-mir-4744
hsa-miR-3591-5p|MIMAT0019876	hsa-miR-3591-5p	MIMAT0019876	mature-mir				MI0017383	hsa-mir-3591
hsa-miR-3591-3p|MIMAT0019877	hsa-miR-3591-3p	MIMAT0019877	mature-mir				MI0017383	hsa-mir-3591
hsa-miR-4745-5p|MIMAT0019878	hsa-miR-4745-5p	MIMAT0019878	mature-mir				MI0017384	hsa-mir-4745
hsa-miR-4745-3p|MIMAT0019879	hsa-miR-4745-3p	MIMAT0019879	mature-mir				MI0017384	hsa-mir-4745
hsa-miR-4746-5p|MIMAT0019880	hsa-miR-4746-5p	MIMAT0019880	mature-mir				MI0017385	hsa-mir-4746
hsa-miR-4746-3p|MIMAT0019881	hsa-miR-4746-3p	MIMAT0019881	mature-mir				MI0017385	hsa-mir-4746
hsa-miR-4747-5p|MIMAT0019882	hsa-miR-4747-5p	MIMAT0019882	mature-mir				MI0017386	hsa-mir-4747
hsa-miR-4747-3p|MIMAT0019883	hsa-miR-4747-3p	MIMAT0019883	mature-mir				MI0017386	hsa-mir-4747
hsa-miR-4748|MIMAT0019884	hsa-miR-4748	MIMAT0019884	mature-mir				MI0017387	hsa-mir-4748
hsa-miR-4749-5p|MIMAT0019885	hsa-miR-4749-5p	MIMAT0019885	mature-mir				MI0017388	hsa-mir-4749
hsa-miR-4749-3p|MIMAT0019886	hsa-miR-4749-3p	MIMAT0019886	mature-mir				MI0017388	hsa-mir-4749
hsa-miR-4750-5p|MIMAT0019887	hsa-miR-4750-5p	MIMAT0019887	mature-mir				MI0017389	hsa-mir-4750
hsa-miR-4751|MIMAT0019888	hsa-miR-4751	MIMAT0019888	mature-mir				MI0017390	hsa-mir-4751
hsa-miR-4752|MIMAT0019889	hsa-miR-4752	MIMAT0019889	mature-mir				MI0017391	hsa-mir-4752
hsa-miR-4753-5p|MIMAT0019890	hsa-miR-4753-5p	MIMAT0019890	mature-mir				MI0017392	hsa-mir-4753
hsa-miR-4753-3p|MIMAT0019891	hsa-miR-4753-3p	MIMAT0019891	mature-mir				MI0017392	hsa-mir-4753
hsa-miR-371b-5p|MIMAT0019892	hsa-miR-371b-5p	MIMAT0019892	mature-mir				MI0017393	hsa-mir-371b
hsa-miR-371b-3p|MIMAT0019893	hsa-miR-371b-3p	MIMAT0019893	mature-mir				MI0017393	hsa-mir-371b
hsa-miR-4754|MIMAT0019894	hsa-miR-4754	MIMAT0019894	mature-mir				MI0017394	hsa-mir-4754
hsa-miR-4755-5p|MIMAT0019895	hsa-miR-4755-5p	MIMAT0019895	mature-mir				MI0017395	hsa-mir-4755
hsa-miR-4755-3p|MIMAT0019896	hsa-miR-4755-3p	MIMAT0019896	mature-mir				MI0017395	hsa-mir-4755
hsa-miR-499b-5p|MIMAT0019897	hsa-miR-499b-5p	MIMAT0019897	mature-mir				MI0017396	hsa-mir-499b
hsa-miR-499b-3p|MIMAT0019898	hsa-miR-499b-3p	MIMAT0019898	mature-mir				MI0017396	hsa-mir-499b
hsa-miR-4756-5p|MIMAT0019899	hsa-miR-4756-5p	MIMAT0019899	mature-mir				MI0017397	hsa-mir-4756
hsa-miR-4756-3p|MIMAT0019900	hsa-miR-4756-3p	MIMAT0019900	mature-mir				MI0017397	hsa-mir-4756
hsa-miR-4757-5p|MIMAT0019901	hsa-miR-4757-5p	MIMAT0019901	mature-mir				MI0017398	hsa-mir-4757
hsa-miR-4757-3p|MIMAT0019902	hsa-miR-4757-3p	MIMAT0019902	mature-mir				MI0017398	hsa-mir-4757
hsa-miR-4758-5p|MIMAT0019903	hsa-miR-4758-5p	MIMAT0019903	mature-mir				MI0017399	hsa-mir-4758
hsa-miR-4758-3p|MIMAT0019904	hsa-miR-4758-3p	MIMAT0019904	mature-mir				MI0017399	hsa-mir-4758
hsa-miR-4759|MIMAT0019905	hsa-miR-4759	MIMAT0019905	mature-mir				MI0017400	hsa-mir-4759
hsa-miR-4760-5p|MIMAT0019906	hsa-miR-4760-5p	MIMAT0019906	mature-mir				MI0017401	hsa-mir-4760
hsa-miR-4760-3p|MIMAT0019907	hsa-miR-4760-3p	MIMAT0019907	mature-mir				MI0017401	hsa-mir-4760
hsa-miR-4761-5p|MIMAT0019908	hsa-miR-4761-5p	MIMAT0019908	mature-mir				MI0017402	hsa-mir-4761
hsa-miR-4761-3p|MIMAT0019909	hsa-miR-4761-3p	MIMAT0019909	mature-mir				MI0017402	hsa-mir-4761
hsa-miR-4762-5p|MIMAT0019910	hsa-miR-4762-5p	MIMAT0019910	mature-mir				MI0017403	hsa-mir-4762
hsa-miR-4762-3p|MIMAT0019911	hsa-miR-4762-3p	MIMAT0019911	mature-mir				MI0017403	hsa-mir-4762
hsa-miR-4763-5p|MIMAT0019912	hsa-miR-4763-5p	MIMAT0019912	mature-mir				MI0017404	hsa-mir-4763
hsa-miR-4763-3p|MIMAT0019913	hsa-miR-4763-3p	MIMAT0019913	mature-mir				MI0017404	hsa-mir-4763
hsa-miR-4764-5p|MIMAT0019914	hsa-miR-4764-5p	MIMAT0019914	mature-mir				MI0017405	hsa-mir-4764
hsa-miR-4764-3p|MIMAT0019915	hsa-miR-4764-3p	MIMAT0019915	mature-mir				MI0017405	hsa-mir-4764
hsa-miR-4765|MIMAT0019916	hsa-miR-4765	MIMAT0019916	mature-mir				MI0017406	hsa-mir-4765
hsa-miR-4766-5p|MIMAT0019917	hsa-miR-4766-5p	MIMAT0019917	mature-mir				MI0017407	hsa-mir-4766
hsa-miR-4766-3p|MIMAT0019918	hsa-miR-4766-3p	MIMAT0019918	mature-mir				MI0017407	hsa-mir-4766
hsa-miR-4767|MIMAT0019919	hsa-miR-4767	MIMAT0019919	mature-mir				MI0017408	hsa-mir-4767
hsa-miR-4768-5p|MIMAT0019920	hsa-miR-4768-5p	MIMAT0019920	mature-mir				MI0017409	hsa-mir-4768
hsa-miR-4768-3p|MIMAT0019921	hsa-miR-4768-3p	MIMAT0019921	mature-mir				MI0017409	hsa-mir-4768
hsa-miR-4769-5p|MIMAT0019922	hsa-miR-4769-5p	MIMAT0019922	mature-mir				MI0017410	hsa-mir-4769
hsa-miR-4769-3p|MIMAT0019923	hsa-miR-4769-3p	MIMAT0019923	mature-mir				MI0017410	hsa-mir-4769
hsa-miR-4770|MIMAT0019924	hsa-miR-4770	MIMAT0019924	mature-mir				MI0017411	hsa-mir-4770
hsa-miR-4771|MIMAT0019925	hsa-miR-4771	MIMAT0019925	mature-mir				MI0017412,MI0017413	hsa-mir-4771-1,hsa-mir-4771-2
hsa-miR-4772-5p|MIMAT0019926	hsa-miR-4772-5p	MIMAT0019926	mature-mir				MI0017414	hsa-mir-4772
hsa-miR-4772-3p|MIMAT0019927	hsa-miR-4772-3p	MIMAT0019927	mature-mir				MI0017414	hsa-mir-4772
hsa-miR-4773|MIMAT0019928	hsa-miR-4773	MIMAT0019928	mature-mir				MI0017415,MI0017416	hsa-mir-4773-1,hsa-mir-4773-2
hsa-miR-4774-5p|MIMAT0019929	hsa-miR-4774-5p	MIMAT0019929	mature-mir				MI0017417	hsa-mir-4774
hsa-miR-4774-3p|MIMAT0019930	hsa-miR-4774-3p	MIMAT0019930	mature-mir				MI0017417	hsa-mir-4774
hsa-miR-4775|MIMAT0019931	hsa-miR-4775	MIMAT0019931	mature-mir				MI0017418	hsa-mir-4775
hsa-miR-4776-5p|MIMAT0019932	hsa-miR-4776-5p	MIMAT0019932	mature-mir				MI0017419,MI0017420	hsa-mir-4776-1,hsa-mir-4776-2
hsa-miR-4776-3p|MIMAT0019933	hsa-miR-4776-3p	MIMAT0019933	mature-mir				MI0017419,MI0017420	hsa-mir-4776-1,hsa-mir-4776-2
hsa-miR-4777-5p|MIMAT0019934	hsa-miR-4777-5p	MIMAT0019934	mature-mir				MI0017421	hsa-mir-4777
hsa-miR-4777-3p|MIMAT0019935	hsa-miR-4777-3p	MIMAT0019935	mature-mir				MI0017421	hsa-mir-4777
hsa-miR-4778-5p|MIMAT0019936	hsa-miR-4778-5p	MIMAT0019936	mature-mir				MI0017422	hsa-mir-4778
hsa-miR-4778-3p|MIMAT0019937	hsa-miR-4778-3p	MIMAT0019937	mature-mir				MI0017422	hsa-mir-4778
hsa-miR-4779|MIMAT0019938	hsa-miR-4779	MIMAT0019938	mature-mir				MI0017423	hsa-mir-4779
hsa-miR-4780|MIMAT0019939	hsa-miR-4780	MIMAT0019939	mature-mir				MI0017424	hsa-mir-4780
hsa-miR-4436b-5p|MIMAT0019940	hsa-miR-4436b-5p	MIMAT0019940	mature-mir				MI0017425,MI0019110	hsa-mir-4436b-1,hsa-mir-4436b-2
hsa-miR-4436b-3p|MIMAT0019941	hsa-miR-4436b-3p	MIMAT0019941	mature-mir				MI0017425,MI0019110	hsa-mir-4436b-1,hsa-mir-4436b-2
hsa-miR-4781-5p|MIMAT0019942	hsa-miR-4781-5p	MIMAT0019942	mature-mir				MI0017426	hsa-mir-4781
hsa-miR-4781-3p|MIMAT0019943	hsa-miR-4781-3p	MIMAT0019943	mature-mir				MI0017426	hsa-mir-4781
hsa-miR-4782-5p|MIMAT0019944	hsa-miR-4782-5p	MIMAT0019944	mature-mir				MI0017427	hsa-mir-4782
hsa-miR-4782-3p|MIMAT0019945	hsa-miR-4782-3p	MIMAT0019945	mature-mir				MI0017427	hsa-mir-4782
hsa-miR-4783-5p|MIMAT0019946	hsa-miR-4783-5p	MIMAT0019946	mature-mir				MI0017428	hsa-mir-4783
hsa-miR-4783-3p|MIMAT0019947	hsa-miR-4783-3p	MIMAT0019947	mature-mir				MI0017428	hsa-mir-4783
hsa-miR-4784|MIMAT0019948	hsa-miR-4784	MIMAT0019948	mature-mir				MI0017429	hsa-mir-4784
hsa-miR-4785|MIMAT0019949	hsa-miR-4785	MIMAT0019949	mature-mir				MI0017430	hsa-mir-4785
hsa-miR-1245b-5p|MIMAT0019950	hsa-miR-1245b-5p	MIMAT0019950	mature-mir				MI0017431	hsa-mir-1245b
hsa-miR-1245b-3p|MIMAT0019951	hsa-miR-1245b-3p	MIMAT0019951	mature-mir				MI0017431	hsa-mir-1245b
hsa-miR-2467-5p|MIMAT0019952	hsa-miR-2467-5p	MIMAT0019952	mature-mir				MI0017432	hsa-mir-2467
hsa-miR-2467-3p|MIMAT0019953	hsa-miR-2467-3p	MIMAT0019953	mature-mir				MI0017432	hsa-mir-2467
hsa-miR-4786-5p|MIMAT0019954	hsa-miR-4786-5p	MIMAT0019954	mature-mir				MI0017433	hsa-mir-4786
hsa-miR-4786-3p|MIMAT0019955	hsa-miR-4786-3p	MIMAT0019955	mature-mir				MI0017433	hsa-mir-4786
hsa-miR-4787-5p|MIMAT0019956	hsa-miR-4787-5p	MIMAT0019956	mature-mir				MI0017434	hsa-mir-4787
hsa-miR-4787-3p|MIMAT0019957	hsa-miR-4787-3p	MIMAT0019957	mature-mir				MI0017434	hsa-mir-4787
hsa-miR-4788|MIMAT0019958	hsa-miR-4788	MIMAT0019958	mature-mir				MI0017435	hsa-mir-4788
hsa-miR-4789-5p|MIMAT0019959	hsa-miR-4789-5p	MIMAT0019959	mature-mir				MI0017436	hsa-mir-4789
hsa-miR-4789-3p|MIMAT0019960	hsa-miR-4789-3p	MIMAT0019960	mature-mir				MI0017436	hsa-mir-4789
hsa-miR-4790-5p|MIMAT0019961	hsa-miR-4790-5p	MIMAT0019961	mature-mir				MI0017437	hsa-mir-4790
hsa-miR-4790-3p|MIMAT0019962	hsa-miR-4790-3p	MIMAT0019962	mature-mir				MI0017437	hsa-mir-4790
hsa-miR-4791|MIMAT0019963	hsa-miR-4791	MIMAT0019963	mature-mir				MI0017438	hsa-mir-4791
hsa-miR-4792|MIMAT0019964	hsa-miR-4792	MIMAT0019964	mature-mir				MI0017439	hsa-mir-4792
hsa-miR-4793-5p|MIMAT0019965	hsa-miR-4793-5p	MIMAT0019965	mature-mir				MI0017440	hsa-mir-4793
hsa-miR-4793-3p|MIMAT0019966	hsa-miR-4793-3p	MIMAT0019966	mature-mir				MI0017440	hsa-mir-4793
hsa-miR-4794|MIMAT0019967	hsa-miR-4794	MIMAT0019967	mature-mir				MI0017441	hsa-mir-4794
hsa-miR-4795-5p|MIMAT0019968	hsa-miR-4795-5p	MIMAT0019968	mature-mir				MI0017442	hsa-mir-4795
hsa-miR-4795-3p|MIMAT0019969	hsa-miR-4795-3p	MIMAT0019969	mature-mir				MI0017442	hsa-mir-4795
hsa-miR-4796-5p|MIMAT0019970	hsa-miR-4796-5p	MIMAT0019970	mature-mir				MI0017443	hsa-mir-4796
hsa-miR-4796-3p|MIMAT0019971	hsa-miR-4796-3p	MIMAT0019971	mature-mir				MI0017443	hsa-mir-4796
hsa-miR-4797-5p|MIMAT0019972	hsa-miR-4797-5p	MIMAT0019972	mature-mir				MI0017444	hsa-mir-4797
hsa-miR-4797-3p|MIMAT0019973	hsa-miR-4797-3p	MIMAT0019973	mature-mir				MI0017444	hsa-mir-4797
hsa-miR-4798-5p|MIMAT0019974	hsa-miR-4798-5p	MIMAT0019974	mature-mir				MI0017445	hsa-mir-4798
