probe-id	chromosome	start	stop	strand	genes
cg21395782	19	19516004	19516006	-	AC011448.1;NDUFA13;TSSK6
cg21395967	X	106802943	106802945	+	TBC1D8B
cg21396405	17	81927710	81927712	-	MAFG;MAFG-DT
cg21399079	2	105241681	105241683	+	GPR45
cg21399198	7	103074683	103074685	-	ARMC10;FBXL13
cg21400640	X	12974847	12974849	+	TMSB4X
cg21400896	17	49211206	49211208	-	ABI3;GNGT2
cg21401794	1	89633500	89633502	+	AC093423.2;AC093423.3;LRRC8C;LRRC8C-DT
cg21402035	22	37823392	37823394	+	GALR3
cg21402071	15	78641559	78641561	-	CHRNB4
cg21404906	2	216109115	216109117	+	XRCC5
cg21405195	7	94664072	94664074	-	PEG10
cg21406461	1	159009166	159009168	+	IFI16
cg21407055	11	3645252	3645254	-	ART1
cg21407839	21	37366788	37366790	+	AP001437.1;AP001437.2;DYRK1A
cg21409722	17	57084688	57084690	-	AC007114.1;AKAP1
cg21409833	1	62597052	62597054	-	ANGPTL3;DOCK7
cg21410991	5	51382616	51382618	-	AC010478.1;ISL1
cg21412748	11	73141450	73141452	-	FCHSD2
cg21413009	15	64046747	64046749	-	DAPK2
cg21413251	9	68705776	68705778	+	PIP5K1B
cg21414251	6	29396776	29396778	+	OR12D2;OR5V1
cg21415080	12	59353569	59353571	-	AC108721.2
cg21415604	6	31980655	31980657	-	C4A;STK19
cg21415698	11	108593689	108593691	+	EXPH5
cg21416022	15	99249455	99249457	+	TTC23
cg21416237	17	41813838	41813840	-	FKBP10;P3H4
cg21416602	10	73167986	73167988	-	ECD;FAM149B1
cg21418052	13	31199668	31199670	+	B3GLCT
cg21418076	14	24308671	24308673	-	CIDEB;LTB4R2;NOP9
cg21419475	12	123633504	123633506	-	EIF2B1;GTF2H3
cg21420531	2	27213046	27213048	+	ATRAID;SLC5A6
cg21421501	11	61966732	61966734	-	AP003733.3;FTH1
cg21421701	1	212699336	212699338	+	BATF3
cg21422208	3	53130650	53130652	-	RFT1
cg21422622	22	40370520	40370522	+	ADSL;AL022238.3;SGSM3
cg21424904	5	177426464	177426466	+	GRK6
cg21426387	16	11668949	11668951	+	SNN
cg21428681	8	23683342	23683344	+	NKX3-1
cg21429500	4	17577648	17577650	-	LAP3
cg21430666	1	228425371	228425373	-	H3-4
cg21431091	1	201154896	201154898	+	TMEM9
cg21431536	13	31739686	31739688	+	RXFP2
cg21432513	12	132859183	132859185	-	CHFR
cg21432842	17	40015443	40015445	-	AC090844.3;CSF3
cg21432954	13	37869671	37869673	-	AL356495.1;TRPC4
cg21433933	5	132827390	132827392	-	SHROOM1
cg21434440	6	47478461	47478463	+	AL355353.1;CD2AP
cg21434954	1	152810660	152810662	+	LCE1B
cg21435336	19	17282042	17282044	+	AC010463.1;ANKLE1;USHBP1
cg21435394	14	105181686	105181688	+	AL512356.1;NUDT14
cg21438018	1	75796851	75796853	+	MSH4
cg21439450	16	57462751	57462753	-	POLR2C
cg21440587	6	31615680	31615682	-	AIF1
cg21443261	8	27311738	27311740	+	PTK2B;TRIM35
cg21443584	14	36320778	36320780	+	AL132857.1;MBIP
cg21448423	1	54548282	54548284	+	ACOT11
cg21449655	1	15524948	15524950	-	CASP9
cg21449843	20	37290036	37290038	+	MANBAL
cg21450627	2	113173262	113173264	-	AC016683.1;PSD4
cg21451553	19	45972787	45972789	-	NOVA2
cg21452443	17	45060990	45060992	+	DCAKD;NMT1
cg21452766	1	70411404	70411406	+	CTH
cg21453309	12	124289508	124289510	-	RFLNA
cg21453677	6	26056719	26056721	+	H1-2
cg21457147	13	45194559	45194561	+	GTF2F2;KCTD4
cg21457804	X	135767478	135767480	-	CT45A3
cg21458041	16	11270156	11270158	+	RMI2;TNP2
cg21458116	22	37608565	37608567	-	GGA1
cg21458907	3	62875126	62875128	+	CADPS
cg21459710	19	10403329	10403331	+	CDC37
cg21459867	4	987703	987705	+	DGKQ;IDUA;SLC26A1
cg21459921	20	62303210	62303212	+	ADRM1
cg21460081	17	48578649	48578651	-	HOXB-AS3;HOXB3;HOXB4
cg21460582	15	75713519	75713521	-	CSPG4
cg21461100	19	45974079	45974081	-	NOVA2
cg21462299	X	136531892	136531894	+	VGLL1
cg21463023	3	42582369	42582371	-	SEC22C;SS18L2
cg21465754	15	40694673	40694675	+	RAD51;RAD51-AS1
cg21466821	19	40390265	40390267	-	HIPK4
cg21468416	9	124257634	124257636	-	NEK6
cg21472099	X	16719556	16719558	+	SYAP1
cg21472642	7	29193851	29193853	+	AC004593.1;AC004593.2;CHN2;CPVL
cg21474838	12	10308012	10308014	+	KLRD1
cg21475255	3	49469752	49469754	+	DAG1
cg21475402	1	156642347	156642349	-	AL365181.2;AL365181.3;BCAN
cg21476940	1	160885163	160885165	-	ITLN1
cg21478222	1	205632443	205632445	-	ELK4
cg21478437	1	206023963	206023965	+	CTSE
cg21478490	5	177995989	177995991	+	PROP1
cg21480743	10	87861661	87861663	-	KLLN
cg21481775	8	23682113	23682115	-	NKX3-1
cg21484834	20	63537225	63537227	-	PTK6
cg21484964	15	34103344	34103346	-	EMC7;PGBD4
cg21486659	6	10747459	10747461	-	AL024498.1;AL024498.2;TMEM14B
cg21486954	17	44307920	44307922	-	RUNDC3A;RUNDC3A-AS1
cg21487067	12	120686603	120686605	+	MLEC
cg21487207	12	54016791	54016793	-	AC012531.2;AC012531.3;HOXC4;HOXC6
cg21488617	1	37556984	37556986	+	DNALI1
cg21489722	X	9033839	9033841	-	FAM9B
cg21489873	9	123114854	123114856	+	MIR600HG;STRBP
cg21491028	17	39980563	39980565	-	PSMD3
cg21491308	19	43388673	43388675	+	NA
cg21492378	9	121088000	121088002	+	CNTRL
cg21493583	2	46615818	46615820	+	CRIPT;PIGF
cg21493666	11	74171432	74171434	+	C2CD3;PPME1
cg21494337	2	24792727	24792729	+	CENPO;PTRHD1
cg21494776	19	10287103	10287105	-	AC011511.5;ICAM4
cg21495715	17	18951246	18951248	+	SLC5A10
cg21497439	19	19263188	19263190	+	AC138430.1;HAPLN4
cg21500966	11	90134807	90134809	+	NAALAD2
cg21501064	X	119693925	119693927	+	AC005052.1;SEPTIN6
cg21503093	16	10580610	10580612	+	EMP2
cg21504624	9	34653582	34653584	-	AL162231.3;IL11RA
cg21504918	5	151020439	151020441	+	GPX3
cg21505334	19	41709100	41709102	+	AC243967.1;CEACAM5
cg21505886	4	1722700	1722702	-	TACC3;TMEM129
cg21508214	3	160400821	160400823	-	AC079594.1;IFT80;SMC4
cg21509023	16	176184	176186	+	HBA1
cg21509097	16	68245709	68245711	+	PLA2G15
cg21509846	X	103064439	103064441	+	BEX1
cg21510697	16	23149835	23149837	-	USP31
cg21511069	9	34049295	34049297	-	RN7SKP114;UBAP2
cg21512370	13	48416190	48416192	+	LPAR6;RB1
cg21513385	12	51269699	51269701	+	DAZAP2;SMAGP
cg21513553	21	46098722	46098724	-	AP001471.1;COL6A2
cg21514871	16	3257813	3257815	+	MEFV
cg21515243	18	23453107	23453109	-	RIOK3
cg21515329	X	53423973	53423975	+	RIBC1;SMC1A
cg21515744	1	228139754	228139756	-	GUK1
cg21516287	7	150323765	150323767	+	ACTR3C;LRRC61;ZBED6CL
cg21516384	17	80260039	80260041	-	RNF213
cg21516478	5	151020766	151020768	-	GPX3
cg21516819	X	38561824	38561826	+	AF241726.1;TSPAN7
cg21517055	19	13905903	13905905	-	C19orf57;CC2D1A
cg21518208	12	52367631	52367633	-	KRT85
cg21518938	18	22933087	22933089	+	AC090912.1;MIR4741;RBBP8
cg21518947	11	67455176	67455178	+	CABP4
cg21519900	20	33082805	33082807	+	BPIFB4
cg21521452	4	177442399	177442401	-	AC078881.1;AGA
cg21522303	17	76585248	76585250	-	ST6GALNAC2
cg21522797	16	81772477	81772479	-	PLCG2
cg21522988	12	29223938	29223940	-	FAR2
cg21523528	20	33490159	33490161	+	CBFA2T2
cg21526212	9	95509348	95509350	-	PTCH1
cg21529533	6	29828237	29828239	-	HCG4P8;HLA-G
cg21529807	19	41628109	41628111	+	CEACAM4
cg21530453	16	56192433	56192435	-	AC040168.1;GNAO1
cg21530890	16	982259	982261	+	CEROX1;LMF1;SOX8
cg21533271	X	154457848	154457850	+	PLXNA3
cg21533958	8	37795858	37795860	-	ADGRA2
cg21537939	2	109615583	109615585	-	SEPTIN10;SOWAHC
cg21538194	3	138115739	138115741	-	DZIP1L
cg21539243	1	113758809	113758811	+	PHTF1
cg21540749	5	53109518	53109520	+	AC008966.1;MOCS2
cg21541083	19	7636325	7636327	-	AC008763.1;AC008763.2;STXBP2
cg21542094	10	6201991	6201993	-	AL157395.1;PFKFB3
cg21542793	2	96116151	96116153	+	ADRA2B
cg21544377	12	62603322	62603324	+	AC048341.1;AC048341.2;LINC01465;MIRLET7I
cg21545849	20	41618569	41618571	+	CHD6
cg21546057	11	65888854	65888856	+	FIBP
cg21546671	17	48578024	48578026	+	HOXB-AS3;HOXB3;HOXB4
cg21547708	17	73165020	73165022	+	AC097641.1;SSTR2
cg21547976	19	1206451	1206453	+	STK11
cg21548414	6	46015847	46015849	+	CLIC5
cg21548788	4	77076411	77076413	-	CCNI
cg21549639	19	44890898	44890900	+	AC011481.2;TOMM40
cg21549904	4	173169406	173169408	+	AC105285.1;GALNT7
cg21550442	19	36008936	36008938	-	AC002116.1;SYNE4
cg21550483	17	7080786	7080788	-	CLEC10A
cg21552947	19	893352	893354	+	MED16;RNU6-9
cg21553524	2	39666044	39666046	-	TMEM178A
cg21553596	21	41316707	41316709	-	FAM3B
cg21554249	12	55996288	55996290	+	RAB5B;SUOX
cg21554552	3	50340993	50340995	+	RASSF1;ZMYND10-AS1
cg21557231	X	139642917	139642919	-	MCF2
cg21559783	9	136483676	136483678	+	C9orf163;SEC16A
cg21561142	6	18264976	18264978	-	DEK
cg21561173	18	14178838	14178840	-	ANKRD20A5P
cg21565972	17	82151699	82151701	+	CCDC57
cg21566550	2	202375967	202375969	-	AC064836.2;BMPR2
cg21567017	X	23909166	23909168	+	APOO;CXorf58
cg21567332	11	1480409	1480411	+	MOB2
cg21570220	12	51026116	51026118	-	SLC11A2
cg21570468	20	37096184	37096186	+	AL136172.1;RBL1
cg21570818	19	5870354	5870356	+	AC024592.3;FUT5
cg21571665	14	73886820	73886822	+	AC005520.1;AC005520.5;PTGR2;ZNF410
cg21571937	17	44557047	44557049	-	FZD2
cg21572316	9	104927736	104927738	-	ABCA1;AL359182.1
cg21572897	3	119558973	119558975	+	CD80
cg21572997	11	68313287	68313289	+	LRP5
cg21573601	10	87862831	87862833	-	KLLN;PTEN
cg21574400	18	49561938	49561940	-	LIPG
cg21574752	7	130669186	130669188	-	AC234644.2;COPG2;TSGA13
cg21575929	5	159917273	159917275	+	ADRA1B;LINC01847
cg21576698	1	46302298	46302300	-	LRRC41;UQCRH
cg21577049	2	227871732	227871734	-	DAW1;TDGF1P2
cg21578207	1	44404415	44404417	+	RNF220
cg21578541	3	52226073	52226075	+	AC097637.1;TLR9
cg21578906	22	32255357	32255359	-	SLC5A4;SLC5A4-AS1
cg21581873	1	204360178	204360180	-	PLEKHA6
cg21584430	22	24433493	24433495	+	ADORA2A;ADORA2A-AS1;SPECC1L-ADORA2A
cg21584983	19	11529254	11529256	-	ECSIT
cg21586107	2	84905672	84905674	+	TMSB10;TRABD2A
cg21587861	12	32107168	32107170	+	AC048344.1;BICD1
cg21588305	20	37521052	37521054	+	BLCAP;NNAT
cg21589115	19	49363856	49363858	-	DKKL1;TEAD2
cg21589280	1	85464467	85464469	+	DDAH1
cg21591452	17	81330827	81330829	-	TMEM105
cg21591742	2	176116269	176116271	+	HOXD10
cg21595737	14	54489176	54489178	-	GMFB
cg21596317	5	102865840	102865842	-	PAM
cg21596858	1	155034777	155034779	+	DCST1;DCST2
cg21597649	7	12211715	12211717	+	TMEM106B
cg21599792	11	86955808	86955810	-	FZD4;FZD4-DT
cg21600563	14	39432641	39432643	-	AL049828.1;FBXO33
cg21601405	20	46118366	46118368	-	CD40
cg21602160	17	42851254	42851256	-	AOC3
cg21602520	18	63318146	63318148	-	BCL2
cg21604042	6	35213623	35213625	+	SCUBE3
cg21604615	1	27342118	27342120	-	SYTL1
cg21604803	19	49691404	49691406	+	AC011495.3;CPT1C
cg21604856	22	22520333	22520335	-	ZNF280A
cg21605986	5	176361721	176361723	-	KIAA1191
cg21606237	9	99906442	99906444	+	STX17;STX17-AS1
cg21607066	6	79078089	79078091	+	AL356776.2;PHIP
cg21607649	10	133070672	133070674	-	ADGRA1
cg21608116	9	33290204	33290206	-	NFX1
cg21608192	16	17469969	17469971	-	XYLT1
cg21608489	19	42132984	42132986	+	AC010247.1;POU2F2
cg21609430	12	56128668	56128670	-	AC034102.6;ESYT1
cg21610192	16	66751073	66751075	-	AC044802.1;DYNC1LI2
cg21610516	6	150865621	150865623	+	MTHFD1L
cg21611708	20	2296393	2296395	+	AL121899.2;TGM3
cg21612046	19	57559900	57559902	-	ZNF550
cg21613754	2	218269123	218269125	-	AAMP;PNKD
cg21614231	9	33266197	33266199	+	BAG1;CHMP5
cg21614638	4	99816663	99816665	+	DAPP1
cg21615127	1	19800381	19800383	-	TMCO4
cg21615171	3	38266072	38266074	-	SLC22A13
cg21615663	16	19716588	19716590	-	IQCK;KNOP1
cg21616088	6	98948187	98948189	-	FBXL4
cg21618439	9	98192411	98192413	-	CORO2A
cg21618713	4	152780177	152780179	-	ARFIP1;TIGD4
cg21621114	19	47822102	47822104	-	CRX
cg21621204	4	70051001	70051003	+	HTN1
cg21621248	2	80304716	80304718	-	CTNNA2;LRRTM1
cg21623671	5	151157289	151157291	-	ANXA6
cg21624282	13	112376468	112376470	+	SPACA7
cg21624359	19	35357898	35357900	-	FFAR3
cg21624883	9	92670521	92670523	-	IPPK
cg21625881	20	58855257	58855259	-	GNAS
cg21626086	6	35737150	35737152	+	AL157823.2;ARMC12
cg21627181	6	25753961	25753963	-	SLC17A4
cg21628553	20	64106843	64106845	+	MYT1;NPBWR2
cg21629895	2	25342925	25342927	+	DNMT3A
cg21631409	11	67682410	67682412	+	ALDH3B2
cg21631754	19	45234226	45234228	+	EXOC3L2;MARK4
cg21633208	12	111405481	111405483	-	SH2B3
cg21633698	11	119423823	119423825	+	THY1;USP2-AS1
cg21634602	5	112737872	112737874	+	APC
cg21636577	17	7218561	7218563	+	ACADVL;DLG4
cg21636748	7	30029174	30029176	+	PLEKHA8
cg21637033	12	2958910	2958912	+	TEAD4
cg21638219	3	15602109	15602111	+	BTD;HACL1
cg21639401	17	42898650	42898652	-	LINC00671
cg21639968	19	58558859	58558861	+	MZF1-AS1;UBE2M
cg21640749	17	74713591	74713593	-	CD300LF;RAB37
cg21642076	22	20700614	20700616	+	TMEM191A
cg21642649	21	32771806	32771808	-	C21orf62-AS1;PAXBP1
cg21643045	2	227813976	227813978	-	CCL20
cg21643191	7	20646364	20646366	+	ABCB5
cg21643361	19	58058950	58058952	-	ZNF135
cg21643860	11	62591341	62591343	+	AP002990.1;TUT1
cg21644628	16	50065526	50065528	-	AC007610.1;HEATR3
cg21644826	16	20764029	20764031	-	AC004381.1;ACSM3
cg21649520	8	81447563	81447565	+	AC018616.1;PMP2
cg21650900	2	234496477	234496479	+	ARL4C
cg21651436	11	65614138	65614140	+	MAP3K11
cg21652012	5	170784004	170784006	-	AC008514.1;GABRP
cg21652958	6	169253865	169253867	-	THBS2
cg21655480	X	21658933	21658935	-	KLHL34
cg21655693	19	45862559	45862561	+	FOXA3;SYMPK
cg21655790	1	65420393	65420395	+	LEPR;LEPROT
cg21656748	4	76214193	76214195	-	FAM47E;SCARB2
cg21657816	16	19068123	19068125	-	AC099518.4;COQ7
cg21658946	16	69330551	69330553	-	AC026464.6;COG8;PDF
cg21660130	1	16043747	16043749	+	CLCNKB
cg21660392	17	68954403	68954405	+	ABCA8;ABCA9-AS1
cg21660424	14	24188894	24188896	-	AL136295.22;AL136295.4;IPO4
cg21660687	12	57459612	57459614	+	AC022506.2;GLI1
cg21660727	4	706160	706162	-	PCGF3
cg21663122	6	26250707	26250709	-	H2BC9;H3C7
cg21663431	19	10625678	10625680	+	SLC44A2
cg21663580	6	43077032	43077034	+	PTK7
cg21663722	20	26054315	26054317	-	FAM182A
cg21664310	19	18323528	18323530	-	LSM4
cg21664828	3	125375766	125375768	+	ZNF148
cg21665000	17	12665817	12665819	-	MYOCD
cg21665774	19	34299786	34299788	+	GARRE1
cg21666217	1	114510799	114510801	-	TRIM33
cg21666675	3	14124342	14124344	+	CHCHD4;TMEM43
cg21667836	12	3490188	3490190	+	PRMT8;THCAT155
cg21667943	12	55817158	55817160	-	AC023055.1;ORMDL2;SARNP
cg21669679	18	52340177	52340179	-	AC016383.1;DCC
cg21671476	20	36541205	36541207	+	DLGAP4-AS1;MYL9
cg21672276	3	44712579	44712581	+	ZNF502
cg21673646	15	45187778	45187780	-	AC051619.3;SHF
cg21674595	12	48483600	48483602	-	AC089987.2;C12orf54
cg21675030	3	111979126	111979128	+	ABHD10
cg21678388	5	178859733	178859735	+	ZNF354B
cg21680178	1	26900368	26900370	-	GPATCH3;NUDC
cg21680717	19	15380102	15380104	+	AC005785.1;AKAP8;AKAP8L
cg21681756	11	47578528	47578530	+	KBTBD4;NDUFS3
cg21682382	1	32072450	32072452	-	AL445248.1;TMEM39B
cg21682826	16	56931854	56931856	-	HERPUD1
cg21682902	12	95997181	95997183	+	AC007298.2;HAL
cg21684385	6	143451072	143451074	-	ADAT2;PEX3
cg21685266	3	185253863	185253865	+	EHHADH;MIR5588
cg21685427	20	43558715	43558717	-	SGK2;Z98752.3
cg21685565	7	2843894	2843896	+	GNA12
cg21686523	4	105708423	105708425	+	GSTCD;INTS12
cg21686900	12	51238878	51238880	-	DAZAP2
cg21686987	16	75219074	75219076	+	CTRB1
cg21688264	6	83709004	83709006	-	SNAP91
cg21688707	4	82429690	82429692	+	ENOPH1;HNRNPDL
cg21690806	20	49813265	49813267	+	SLC9A8
cg21690892	6	42194689	42194691	-	GUCA1B
cg21692936	11	62856521	62856523	+	SLC3A2;SNHG1;SNORD25;SNORD26;SNORD27
cg21693321	X	71118480	71118482	+	MED12
cg21693780	2	15591668	15591670	+	DDX1
cg21694349	7	100586537	100586539	-	FBXO24;LRCH4
cg21695020	16	67980722	67980724	-	DPEP3
cg21696393	16	980400	980402	-	CEROX1;LMF1;SOX8
cg21697134	17	82735962	82735964	+	FN3K
cg21697779	X	155027258	155027260	-	F8;FUNDC2
cg21698790	12	116881458	116881460	+	HRK
cg21700070	19	54137810	54137812	-	CNOT3
cg21700166	14	91253882	91253884	-	GPR68
cg21703138	5	134226258	134226260	+	AC104109.2;AC104109.3;AC104109.4;PPP2CA
cg21703572	22	24555268	24555270	+	AP000356.5;GUCD1;SNRPD3
cg21705120	17	4366949	4366951	-	UBE2G1
cg21706946	3	12758969	12758971	-	TMEM40
cg21707816	3	38495959	38495961	-	EXOG
cg21709140	2	170928976	170928978	-	GORASP2
cg21710060	13	113667433	113667435	+	GRK1
cg21712678	22	41301696	41301698	-	ZC3H7B
cg21712685	6	35776827	35776829	-	CLPSL2
cg21713257	4	158672466	158672468	+	C4orf46;ETFDH
cg21713812	1	32014593	32014595	-	KHDRBS1
cg21715963	1	150282426	150282428	+	CIART
cg21716693	6	36839105	36839107	+	CPNE5
cg21717724	9	120842235	120842237	-	CUTALP;PSMD5
cg21718857	19	39498951	39498953	-	DLL3
cg21721126	8	108443871	108443873	-	EIF3E;EMC2
cg21721155	4	107989630	107989632	-	CYP2U1-AS1;HADH
cg21721865	13	38349438	38349440	+	LINC00571;UFM1
cg21722058	4	127881070	127881072	+	PLK4
cg21722680	12	64452429	64452431	+	AC135279.3;TBK1
cg21723486	3	189631533	189631535	-	TP63
cg21727574	19	52595659	52595661	-	ZNF137P;ZNF83
cg21728447	1	18902623	18902625	-	ALDH4A1
cg21729186	6	26285537	26285539	+	H4C8
cg21730067	1	89995358	89995360	+	GEMIN8P4;ZNF326
cg21731286	1	18860310	18860312	+	TAS1R2
cg21732383	6	169254596	169254598	-	THBS2
cg21736205	7	92470999	92471001	+	AC007566.1;ERVW-1
cg21736592	22	37282408	37282410	+	CYTH4
cg21740204	9	70258627	70258629	-	SMC5;SMC5-AS1
cg21742836	16	30074853	30074855	-	PPP4C
cg21743569	19	50376705	50376707	-	NR1H2
cg21743649	11	3799021	3799023	-	NUP98;PGAP2
cg21743830	19	8053081	8053083	-	CCL25
cg21745164	16	23753982	23753984	-	AC012317.2;CHP2
cg21745320	17	2304200	2304202	-	SMG6;SRR
cg21746459	9	101398617	101398619	-	MRPL50;ZNF189
cg21746887	7	91263963	91263965	-	FZD1
cg21747271	11	67482580	67482582	+	AIP
cg21750545	4	51843189	51843191	+	DCUN1D4
cg21750589	6	28353523	28353525	-	ZKSCAN3;ZSCAN31
cg21750602	10	131934521	131934523	-	PPP2R2D
cg21750887	8	67746001	67746003	+	CPA6
cg21751787	5	177351502	177351504	+	LMAN2
cg21753834	9	127715391	127715393	-	CFAP157;PTRH1;TTC16
cg21754343	1	152686320	152686322	+	LCE2B
cg21755709	21	43729516	43729518	+	PDXK
cg21756353	19	12681636	12681638	+	AC010422.8;DHPS
cg21759080	11	62832289	62832291	-	AP001160.1;STX5
cg21762107	20	45891311	45891313	-	CTSA;NEURL2
cg21762589	10	131982971	131982973	+	BNIP3
cg21765730	6	155456040	155456042	+	NOX3
cg21768899	12	105330647	105330649	+	C12orf75
cg21769943	6	37169961	37169963	+	PIM1
cg21769969	6	108075293	108075295	-	OSTM1
cg21770145	17	81912120	81912122	-	PCYT2;SIRT7
cg21770617	3	58667169	58667171	-	FAM3D
cg21771250	22	40010044	40010046	+	FAM83F
cg21772838	20	56392440	56392442	-	AURKA;CSTF1
cg21774863	4	13484873	13484875	+	RAB28
cg21781546	2	218661083	218661085	+	BCS1L;ZNF142
cg21783004	5	135954598	135954600	+	LECT2
cg21784498	17	28318895	28318897	-	KRT18P55;TMEM97
cg21784940	7	150370717	150370719	+	REPIN1;REPIN1-AS1;ZNF775
cg21785260	2	219177373	219177375	-	CNPPD1;RETREG2
cg21785307	5	80408593	80408595	+	ZFYVE16
cg21785536	3	69014176	69014178	+	AC109587.1;EOGT
cg21787206	12	121888608	121888610	+	AC069503.2;AC069503.5;PSMD9
cg21787280	14	77759207	77759209	-	SLIRP;SNW1
cg21787291	6	123804024	123804026	-	NKAIN2
cg21788470	12	27972739	27972741	+	PTHLH
cg21789545	6	70302687	70302689	+	COL9A1
cg21790626	19	57709125	57709127	-	AC003006.1;ZNF154;ZNF551
cg21792432	7	124898605	124898607	+	POT1
cg21792737	6	155455864	155455866	+	NOX3
cg21794225	14	29928257	29928259	-	AL355053.1;PRKD1
cg21795497	11	122882617	122882619	+	JHY
cg21796234	3	44338040	44338042	+	AC104187.1;TCAIM
cg21796825	12	63779970	63779972	+	AC084357.2;RXYLT1
cg21800088	4	56978764	56978766	-	NOA1;POLR2B
cg21800439	12	56360101	56360103	-	STAT2
cg21801378	15	72319783	72319785	+	AC009690.1;AC009690.2;AC009690.3;CELF6
cg21802726	20	35147453	35147455	-	EDEM2
cg21803417	5	7868773	7868775	+	FASTKD3;MTRR
cg21803680	2	216082121	216082123	-	PECR;TMEM169
cg21804822	11	69675205	69675207	-	LTO1
cg21804950	15	20756258	20756260	+	AC012414.4
cg21807589	X	37779705	37779707	-	AF241726.1;CYBB
cg21808053	1	68047379	68047381	-	DIRAS3;GNG12-AS1
cg21815667	2	176129112	176129114	-	HOXD-AS2;HOXD8
cg21816539	21	29940009	29940011	+	GRIK1
cg21817450	13	43666585	43666587	-	ENOX1
cg21818252	4	109433197	109433199	+	SEC24B;SEC24B-AS1
cg21820677	4	46390510	46390512	+	AC095060.1;GABRA2
cg21820890	10	72954616	72954618	+	PLA2G12B
cg21824213	6	28597363	28597365	-	ZBED9
cg21824902	1	27234340	27234342	-	AL590640.1;WDTC1
cg21825027	2	264165	264167	-	ACP1;SH3YL1
cg21825364	Y	14056214	14056216	+	VCY1B
cg21828898	3	132660400	132660402	+	ACAD11;NPHP3-ACAD11;UBA5
cg21829265	6	57046340	57046342	-	KIAA1586
cg21830413	10	69124494	69124496	-	VPS26A
cg21831174	3	187293398	187293400	-	AC007920.2;MASP1
cg21832150	1	966644	966646	-	PLEKHN1
cg21832243	21	37071922	37071924	-	PIGP;TTC3
cg21833459	11	59106481	59106483	+	FAM111B
cg21835622	5	147453867	147453869	-	DPYSL3
cg21835643	20	45306720	45306722	-	MATN4;RBPJL
cg21836062	X	33339543	33339545	+	DMD
cg21837443	4	109560800	109560802	+	MCUB
cg21838233	20	31739116	31739118	+	TPX2
cg21838334	1	156676860	156676862	-	NES
cg21839522	17	7573919	7573921	+	AC016876.2;EIF4A1;SENP3-EIF4A1;SNORA48
cg21840599	3	196740582	196740584	+	PAK2
cg21842274	5	76952811	76952813	+	CRHBP
cg21842478	17	48728683	48728685	-	HOXB13
cg21842664	2	230713751	230713753	+	CAB39
cg21844038	16	4615246	4615248	+	MGRN1;UBALD1
cg21844956	6	25963213	25963215	-	TRIM38
cg21845297	20	16748148	16748150	-	OTOR
cg21846488	1	152708366	152708368	+	LCE4A
cg21846903	17	28370259	28370261	+	AC002094.1;SARM1;VTN
cg21849289	1	53220850	53220852	+	AL606760.3;CZIB
cg21850069	5	181222806	181222808	-	MIR4638;TRIM41
cg21850239	11	62761515	62761517	+	POLR2G
cg21850254	19	37468950	37468952	+	ZNF569;ZNF570
cg21852292	1	220690064	220690066	-	C1orf115
cg21856603	17	3810528	3810530	+	NCBP3
cg21858376	3	4493106	4493108	-	ITPR1;ITPR1-DT
cg21859434	2	136118450	136118452	-	CXCR4
cg21860846	X	47651107	47651109	-	ELK1
cg21861211	14	67816809	67816811	-	ZFYVE26
cg21862373	16	1964789	1964791	-	AC005363.1;RPS2;SNHG9;SNORA78
cg21865006	15	22258529	22258531	-	AC025884.2
cg21869055	19	51019197	51019199	+	KLK10
cg21869532	19	9621347	9621349	+	ZNF561;ZNF561-AS1
cg21870662	17	2338275	2338277	-	SGSM2
cg21870668	15	24878583	24878585	+	AC090983.2;SNRPN
cg21870884	1	200873300	200873302	+	GPR25
cg21872129	6	63572090	63572092	-	AL135905.1;AL135905.2;PTP4A1
cg21872391	10	110304298	110304300	+	SMNDC1
cg21872393	18	3247655	3247657	+	AP005329.3;MYL12A
cg21874193	12	11022298	11022300	+	AC018630.4;PRH1;TAS2R14;TAS2R19
cg21875234	16	11915547	11915549	+	GSPT1
cg21877855	1	63523453	63523455	-	EFCAB7;ITGB3BP
cg21878918	12	57240978	57240980	-	NDUFA4L2
cg21879981	10	32347710	32347712	-	AL391839.1;EPC1
cg21880328	7	117873962	117873964	+	CTTNBP2
cg21880903	4	39407044	39407046	-	KLB
cg21885525	4	106315112	106315114	+	AIMP1;TBCK
cg21885650	3	186567178	186567180	-	DNAJB11;TBCCD1
cg21885995	17	76073174	76073176	+	SRP68;ZACN
cg21888438	X	38803863	38803865	-	MID1IP1;MID1IP1-AS1
cg21890738	17	63445909	63445911	+	CYB561
